Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,104.4000015258789,106.37000274658203,99.37999725341797,102.01000213623047,100.71302795410156,37549900
2017-01-04,103.4000015258789,105.5,101.52999877929688,104.38999938964844,103.0627670288086,29980500
2017-01-05,104.52999877929688,105.81999969482422,101.05000305175781,101.73999786376953,100.44644165039062,24607400
2017-01-06,102.8499984741211,104.25,101.19999694824219,103.0999984741211,101.78917694091797,20571400
2017-01-09,103.5,108.0,103.5,107.27999877929688,105.9160385131836,22906200
2017-01-10,107.80999755859375,109.19000244140625,105.62999725341797,106.47000122070312,105.1163330078125,22023000
2017-01-11,106.0,106.19999694824219,104.1500015258789,105.16000366210938,103.82296752929688,13141600
2017-01-12,104.2300033569336,104.69999694824219,101.62000274658203,103.44000244140625,102.12484741210938,15640400
2017-01-13,103.5999984741211,105.0,103.05999755859375,103.43000030517578,102.11497497558594,11445500
2017-01-17,103.0,103.19999694824219,100.56999969482422,101.11000061035156,99.82447814941406,14515300
2017-01-18,100.23999786376953,103.2300033569336,99.11000061035156,102.94999694824219,101.64106750488281,16360600
2017-01-19,103.06999969482422,106.45999908447266,102.9800033569336,105.16000366210938,103.82296752929688,16121800
2017-01-20,106.08000183105469,106.80000305175781,103.12000274658203,104.01000213623047,102.6875991821289,12300600
2017-01-23,103.80000305175781,105.9000015258789,103.69999694824219,105.08999633789062,103.75386810302734,9247600
2017-01-24,105.5,107.58000183105469,104.9000015258789,107.33000183105469,105.96540069580078,10701300
2017-01-25,109.05000305175781,109.30000305175781,106.33000183105469,107.79000091552734,106.41952514648438,13069000
2017-01-26,107.9000015258789,109.94999694824219,106.69999694824219,109.6500015258789,108.25590515136719,11470000
2017-01-27,109.93000030517578,111.88999938964844,108.8499984741211,111.7699966430664,110.34891510009766,11799900
2017-01-30,110.91999816894531,111.01000213623047,107.91000366210938,110.0199966430664,108.6211929321289,12400100
2017-01-31,108.94999694824219,110.05000305175781,108.19999694824219,109.18000030517578,107.79187774658203,9068900
2017-02-01,110.58000183105469,114.12000274658203,109.86000061035156,113.94999694824219,112.501220703125,14750100
2017-02-02,113.30000305175781,115.73999786376953,112.05999755859375,115.38999938964844,113.92292022705078,12081000
2017-02-03,115.44999694824219,115.9000015258789,113.9000015258789,114.37999725341797,112.92574310302734,9318600
2017-02-06,114.0,117.33000183105469,114.0,117.30999755859375,115.81851196289062,12669200
2017-02-07,118.69999694824219,120.91999816894531,117.9000015258789,119.12999725341797,117.6153564453125,18655600
2017-02-08,118.4000015258789,119.30999755859375,116.37999725341797,118.61000061035156,117.10196685791016,11239500
2017-02-09,118.86000061035156,119.05999755859375,115.5999984741211,116.37999725341797,114.90032958984375,21064200
2017-02-10,119.93000030517578,120.69999694824219,112.5999984741211,113.62000274658203,112.17542266845703,41277300
2017-02-13,113.38999938964844,113.9800033569336,108.19999694824219,108.37999725341797,107.0020523071289,29518100
2017-02-14,107.98999786376953,110.1500015258789,106.29000091552734,108.77999877929688,107.39693450927734,21265800
2017-02-15,108.9000015258789,109.80000305175781,107.76000213623047,109.0,107.61414337158203,9325500
2017-02-16,109.38999938964844,109.44000244140625,105.66000366210938,107.25,105.88639068603516,16179400
2017-02-17,106.69999694824219,107.41000366210938,104.79000091552734,107.2300033569336,105.86668395996094,14093500
2017-02-21,108.2300033569336,111.2300033569336,108.22000122070312,111.06999969482422,109.65784454345703,13798800
2017-02-22,111.41999816894531,111.80000305175781,109.98999786376953,110.76000213623047,109.48979949951172,10844300
2017-02-23,105.5,106.38999938964844,99.68000030517578,100.48999786376953,99.33756256103516,39822200
2017-02-24,97.06999969482422,102.0,95.69999694824219,101.45999908447266,100.29644012451172,25747600
